index,bnf_code,bnf_name,practice,stripped_bnf
303,22902409060,Sulazine EC_Tab 500mg (Teva),P81684,229024
3030,21300000703,Cyklokapron_Tab 0.5g,L83130,213000
3031,0906040G0CIAIBE,Coloplast_Aquasleeve Lge,Y03620,090604
3032,23351003583,Macrodantin_Cap 100mg,M83034,233510
3033,0401010B0AABIBI,Dithranol_Crm 1%,A89023,040101
3034,0212000U0AAAVAV,Jade_Flng Pp Child 32mm + Integ Sheath 2,K82020,021200
3035,0408010A0BCACAB,Mepilex Ag 10cm x 20cm Wound Dress Soft,Y03327,040801
3036,0906070T0AAAAAA,Colecal_Tab 2 200u,P88020,090607
3037,23601006271,Xtrasorb Foam Non Adh Square 20cmx20cm W,Y04989,236010
3038,23943350013,Fludrocort Acet_Liq Spec 20mcg/5ml,G85121,239433
3039,20090001030,Isosorbide Mononit_Cap 50mg M/R,P83621,200900
304,21010900854,Coloplast_Brava Skin Barrier Spy 50ml,F81219,210109
3040,23253372505,Methylphenidate HCl_Cap 40mg M/R,J82123,232533
3041,21270001019,Boots_Vit E Cap 400u,E81008,212700
3042,1404000X0AAAGAG,Aquacel Ribbon 2cm x 45cm Wound Dress Ca,Y04117,140400
3043,20031600131,Kelo-cote Gel 60g Wound Dress Slc,Y02310,200316
3044,22902409156,Micolette_Enem 5ml,H82042,229024
3045,0301040U0BCAAAB,Ivacaftor_Tab 150mg,Y03521,030104
3046,20030600021,Norzol_Susp 200mg/5ml,M81014,200306
3047,21270000488,Solgar_Vit E Mixed Soft Gel 100u (67mg),B85646,212700
3048,040702040AAAMAM,Knit Fix 5cm x 4m Ktd Polyam & Cellulose,H81034,040702
3049,0407010X0CYAGA0,Ketalar_Inj 100mg/ml 10ml Vl,B86069,040701
305,23353453784,Emselex_Tab 7.5mg M/R,C87008,233534
3050,20031200051,Rocket IPC Valve Cap Ind/Pleural Cath Dr,A81002,200312
3051,23355903531,Neria Subcutaneous D/Delivery Acc 60cm T,G82754,233559
3052,0501090S0AAAAAA,Adpore 10cm x 10cm Adh Dress Pfa,M84036,050109
3053,23944809495,Class 111 Stnd C/Kt Kneecp Elas Hose,Y05515,239448
3054,091200000BFMYEC,Captopril_Tab 50mg,D83034,091200
3055,0407020P0AAACAC,Valios_Orodisper Tab 20mg S/F,M84624,040702
3056,1302011L0BKADAI,Repaglinide_Tab 1mg,A84003,130201
3057,20030100631,Advapore 10cm x 15cm Adh Dress Pfa,G85032,200301
3058,0204000M0AAAJAJ,Ferr Fumar/Folic Acid_Cap 305mg/350mcg,B83638,020400
3059,23944809658,Daktacort_Crm 2%/1%,N82011,239448
306,20030100233,Voltarol Ophtha_Eye Dps 0.1% 0.3ml Ud,B81690,200301
3060,1310030C0BRAAAA,Larvae_200 Boot Pack,F85059,131003
3061,0304010K0BBAAAB,Tacrolimus_Oint 0.1%,C84035,030401
3062,22302953061,Sudafed_Blocked Nose Cap 12mg,J81013,223029
3063,1106000AAAAAAAA,Dansac_Nova 2 Post-Op Flng 102mm C/Fit 1,P92024,110600
3064,1311040I0AAADAD,Lanthanum Carb_Pdr Sach 1g,Y02365,131104
3065,0501030Y0AAAAAA,Glycopyrronium Brom_Crm 2%,D83041,050103
3066,22900609034,Ins Lispro_(Hum Prb) 100u/ml 3ml Pf Pen,H82058,229006
3067,20050300346,Perampanel_Tab 4mg,Y02946,200503
3068,0407020Q0AAFDFD,Universal Hosp Slc Elastomer Foy Male 12,M82008,040702
3069,091000000BBKGA0,Sigvaris Cotton Class 2 Thigh Open Toe P,Y00534,091000
307,23941010021,Salts_Confidence Gold Closed Stnd Pouch,Y05036,239410
3070,0901030J0AAAVAV,Phenol/Chlorhex Glucon_Crm 1.2%/0.25%,C82651,090103
3071,0406000L0BBABAC,Coverflex 3.5cm x 1m (Red) Stkntte Elasc,H83048,040600
3072,20200000104,Urgotul SSD 15cm x 20cm Wound Dress Soft,B86022,202000
3073,0208010L0BBADAD,Baraclude_Tab 1mg,B81069,020801
3074,0601021M0BNAAAM,Verrugon_Complete,Y03063,060102
3075,140400070BBAAAA,Atrauman Ag 10cm x 10cm Wound Dress Soft,Y00809,140400
3076,0205051I0BBABAB,Covonia_Dry Cough Linct 5mg/5ml S/F,B81088,020505
3077,22804958006,Comfeel Plus Transpt 5cm x 7cm Wound Dre,Y01002,228049
3078,20200000222,Anhydrol Fte_A-Pers Soln 20%,Y04784,202000
3079,21200000005,Orgran_G/F W/F Vanilla Cake Mix,P81163,212000
308,20031500021,Convatec_Natura+ Closed Pouch Opqe Stnd,M85697,200315
3080,0703010E0BLAAAB,Beclomet Diprop_Inha 100mcg (200D),Y04202,070301
3081,22800958001,Diclof Sod E/C /Misopros_Tab 50mg/200mcg,C83027,228009
3082,0404000M0BBAAAA,Levonelle-2_Postcoital Tab 750mcg,G84023,040400
3083,0209000L0BHAAAM,Bell's_Olive Oil Liq,B85657,020900
3084,0205040S0BBACAD,Hollister_Moderma Flex SoftFlex Urost Po,H85055,020504
3085,23350453675,Hydralazine HCl_Liq Spec 25mg/5ml,M85051,233504
3086,23603456149,Lacosamide_Tab 100mg,C82042,236034
3087,1502010J0BDAABQ,Tazocin_Inj 4.5g Vl,H81009,150201
3088,0408010P0AAAYAY,Milex Gellhorn Pess Slc Flx 57mm,Y05114,040801
3089,22150101501,M.Sauer_Comfort Sheath Sml (Diam 24mm),J82099,221501
309,0309020G0BVAAAE,Jade_Cone Top Rubb Strht Exlge,A85011,030902
3090,1304000V0AAETET,Bullen_Lenbul Day Bag With Tap Outl,B85619,130400
3091,0102000T0BBAAAF,Anapen_Auto-Inj 1/1000 1mg/ml 0.3ml,F81164,010200
3092,20050400150,Vit E_Oil,L82004,200504
3093,23604806033,Welland_Aura Urost Pouch Maxi Clr C/Fit,Y01929,236048
3094,0602010V0BDAFGB,U100 Kendall Magellan Sle Use 1ml+12mm S,Y04549,060201
3095,090401000BBPYA0,Noxafil_Tab 100mg G/R,Y03422,090401
3096,23940459665,Vascace_Tab 2.5mg,M86003,239404
3097,1309000I0BBAAAA,Dansac_NovaLife 1 Closed Colo Bag Maxi C,Y04582,130900
3098,1304000F0AABABA,Spatone Orig_Sach 20ml,P81132,130400
3099,0604011L0BPAAAT,Salmeterol_Inha 25mcg (120 D) CFF,M87019,060401
31,23350703662,Canesten_Soln 1%,F81082,233507
310,21260000101,Erfa Thyroid_Tab 125mg (2 grains),Y00215,212600
3100,21140000019,CoaguChek PT Test (Reagent)_Strips,Y00864,211400
3101,23304103038,Ventolin_Nebules Soln 5mg/2.5ml Ud,Y05550,233041
3102,21020001034,L.IN.C All Slc Foy+Stylet+Glyc Paed Size,G85050,210200
3103,0407010X0CYAFA0,Hollister_Moderma Flex Convex Maxi C/Pch,Y04270,040701
3104,0302000C0AABYBY,Xailin Wash Sod Chlor Eye Dps 5ml Ud P/F,Y05403,030200
3105,21270002147,Carolon Size G Graduated Compress System,Y03313,212700
3106,0302000C0AABEBE,Sigvaris CompreFLEX Thigh Lymph Gmt,Y02115,030200
3107,0803020L0AAABAB,Eurax-Hydrocort_Crm,B85001,080302
3108,21460100012,4UlcerCare Leg Ulcer Wrap 51-61cm,N83619,214601
3109,20100000726,Fostair NEXThaler_Inh 200mcg/6mcg (120D),G82113,201000
311,0206020F0AAAEAE,Tesco_St Johns Wort Tab 170mg,N84019,020602
3110,0406000W0AAAHAH,Donepezil HCl_Orodisper Tab 5mg,M85155,040600
3111,21140000003,Sod Dihyd Phos Anh/Sod Bic_Supp340/250mg,D82100,211400
3112,20030600260,Sevikar_Tab 20mg/5mg,L83095,200306
3113,0203020L0AAACAC,Apremilast_Tab 30mg,A83034,020302
3114,23941010014,Vega_Vit C + Bioflav V/Cap 500mg,M91626,239410
3115,0206020R0CIABAP,Oakmed_Option Bi-Form Colo Pouch Opqe P/,E87722,020602
3116,040702050AAAAAA,Mrs Crimble's_G/F W/F Bread Mix,A87029,040702
3117,0102000L0AABLBL,MacGregor_Qufora Leg Bag 500ml Long Tube,Y04996,010200
3118,030902000BEDIA0,Fresubin Orig Fibre_Liq (Neutral),Y04686,030902
3119,1001010AHAAABAB,Sigvaris MTM Comfort Class 1 Panty Open,D82042,100101
312,20030400243,Oakmed_Option Colo Plus Soft 45mm Plat P,D83039,200304
3120,0601023AGBBABAB,Strepsils_Loz Sbery S/F,E85004,060102
3121,0902012L0AADDDD,Depefex XL_Cap 75mg,N83637,090201
3122,22802958007,DuoDERM Signal 11cm x 19cm Wound Dress H,P84074,228029
3123,1201030F0AAABAB,Micardis_Tab 40mg,K81103,120103
3124,23961009607,Surg Suture W1615T Ethilon Non-Absorb St,G83046,239610
3125,0406000E0BBACAD,Ispag Husk_Gran Sach 3.5g G/F,Y04696,040600
3126,0601023B0BEAAAA,Jade_Flng Pp Adult 35mm,K81030,060102
3127,091200000BESRA0,Osvaren_Tab 435mg/235mg,E87003,091200
3128,0906040N0BYADFL,Dansac_NovaLife 2 Open Pouch Mini Opqe 5,L84044,090604
3129,1001030AAAAABAB,Oakmed_Option Drnbl Ileo Pch Opqe 35mm D,A82010,100103
313,0904010ACBKAAAC,PF Drops 1% Carmellose Eye Dps 10ml,P81053,090401
3130,21220000112,Provide Xtra_Liq Supp (5 Flav),Y04283,212200
3131,20020200371,Mediven harmony Class 2 Armsleeve Lymph,M92015,200202
3132,0801050AZAAABAB,Allevyn Gentle Border Lite 8cm x 15cm Wo,E81052,080105
3133,20030100594,Glimepiride_Tab 3mg,C82676,200301
3134,21270001122,EN-Lysine_Tab 500mg,L84055,212700
3135,091200000BEGKA0,Depo-Medrone/Lidoc_Inj 40/10mg/ml 2ml Vl,Y01040,091200
3136,0205040S0AAAEAE,Mepore Film + Pad 4cm x 5cm VP Adh Film,B85645,020504
3137,0901030P0BBAAAA,Phenobarb Sod_Inj 30mg/1ml Amp,A82045,090103
3138,0904010AABEAEAL,Mag Ox Heavy_Cap 100mg,C87616,090401
3139,190205500BCPLA0,Resource_Dessert Fruit (2 Flav),N81080,190205
314,130201100BBAAAE,Acetylcy_Inj 200mg/ml 10ml Amp,Y05304,130201
3140,0802040Y0AAABAB,Filgrastim_Inj 30mega u/1ml Vl,C83018,080204
3141,21270000896,Sod Bicarb_Inj 8.4% 10ml Pfs,N82663,212700
3142,20090000820,PolyMem Max 20cm x 20cm Wound Dress Poly,G81065,200900
3143,140400030AAAEAE,Sigvaris MTM Comfort Class 2 Thigh Open,F81613,140400
3144,23961009617,Allevyn 5cm x 5cm Wound Dress Polyureth,Y05178,239610
3145,1001010L0BIAAAJ,Hydrocort Acet_Oint 1%,C82070,100101
3146,22902409108,Prenotrix_T/Derm Patch 70mcg/hr,P87657,229024
3147,20030100376,Ins Humulin S_100u/ml 3ml Cart,F81062,200301
3148,0904010U0BHAAAA,Complan_Shake Pdr Sach 57g (Choc),G81656,090401
3149,0205051AAAAAAAA,Medikinet XL_Cap 20mg,A89604,020505
315,22302083010,Warburtons_G/F Bread Brown (Cut),E86017,223020
3150,23941010010,Instanyl_Nsl Spy 100mcg/0.1ml Ud (6D),Y02622,239410
3151,21270001038,Tielle 21cm x 22cm Non Adh Wound Dress P,L83651,212700
3152,23301023109,Lido HCl_Inj 0.5% 10ml Amp,M85671,233010
3153,0402010A0BBABAB,KerraPro 10 x 10 x 0.3cm Sheet Low Frict,L85038,040201
3154,0407020A0BNAEBL,Oxactin_Cap 20mg,M85676,040702
3155,0409010Z0AAADAD,Blom-Singer 16/20Fr Sml 4mm-8mm Voice Pr,E84704,040901
3156,0202020D0AAAGAG,Ralgex_Freeze A/Spy 125ml,P89609,020202
3157,1108010K0AAA1A1,kliniderm superabsorbent 10cm x 10cm Pfa,M85634,110801
3158,0905021F0AAATAT,Centrum Performance_Tab,C88047,090502
3159,20090000492,Allevyn Ag Gentle Border 17.5cmx17.5cm W,D83060,200900
316,23600106351,Buscopan_Inj 20mg/ml 1ml Amp,N85054,236001
3160,21270000633,Opus_LaVera Barrier Crm 100g,Y05690,212700
3161,23943350028,Haddenham Custom Pertex Class 3 Panty Ly,C84060,239433
3162,21270000638,Paracet_Suppos 60mg,F81218,212700
3163,090402000BBKSA0,Class 111 M/M Flbd Kt B/Knee Stkn Elas H,H83050,090402
3164,21270001950,Calpol_Infant Susp 120mg/5ml S/F,B81628,212700
3165,1003020P0BCAAAC,Rite-Diet_G/F L/P Flour Mix,H85008,100302
3166,23941009722,Haddenham Star Cotton Class 1 A/Sleeve E,G85083,239410
3167,21200000105,Gaviscon Double Action_Liq (Peppermint),C82095,212000
3168,0105010E0BBACAC,Cutisorb Ultra 10cm x 10cm Wound Dress P,B86016,010501
3169,0304010W0BBAJAP,VED Axis Vacuum Pump,E85107,030401
317,0906040G0CNACDR,Bemfola_Inj 300u/0.5ml Pf Pen,Y02994,090604
3170,091102000BBGTA0,Co-Trimoxazole_Oral Susp 40/200mg/5mlS/F,Y04290,091102
3171,140400030BBAEAK,Boots_Corn Removal Plastr 40%,Y00039,140400
3172,23600706110,Nutricomp_Drink Plus (Banana),G82648,236007
3173,23960459607,Peak_Combimate Anatomical Closed Pouch B,Y02974,239604
3174,0802020G0BHAAAC,B.Braun_Lockring 2 H/Coll Flng 75mm,L84054,080202
3175,21010900750,Tanatril_Tab 10mg,P85013,210109
3176,0102000J0BBABAA,Coloplast_SenSura Flex Bag XXL Closed S/,C84057,010200
3177,0402010C0BCAEAE,Ergocalciferol_Cap 50 000u (Old),F81656,040201
3178,1310030C0BFAAAA,Dimotane Plus_Elix S/F,F81169,131003
3179,1108010F0BIABBS,TriRegol_Tab,A81043,110801
318,0501014N0BBACAC,Dextrometh Hydrob_Liq Spec 10mg/5ml,Y00825,050101
3180,1001010K0BDAAAA,Fexofenadine HCl_Liq Spec 120mg/5ml,P91617,100101
3181,1305020V0BBAAAA,Welland_Aura Stomacap Beige C/Fit 13mm-4,M84002,130502
3182,21270000243,Dentinox_Infant Colic Dps,M86038,212700
3183,0205052AEBBABAB,Flixotide_Disk 100mcg & Diskhaler,B82077,020505
3184,0407020A0BVAAAU,Rochester_Pop-On Slc Self-Adh Sheath 32m,F81034,040702
3185,23355603521,Cardura_Tab 2mg,Y03763,233556
3186,0407020A0AABCBC,Sigvaris MTM Optiform Flex Class 2 Leggi,C88061,040702
3187,23940109770,Bio-Glucosamine MEGA_Tab,Y00164,239401
3188,0501050H0AAAAAA,Fluocinonide_Oint 0.05%,K83006,050105
3189,090607000BBKBA0,Surmontil_Tab 25mg,Y04396,090607
319,23350103787,Aircort_Nsl Spy 100mcg (200D),B81019,233501
3190,0703010E0BNAAAB,Bullen_CareFix StomaSafe Belt Lge,Y05619,070301
3191,21270001165,NiQuitin Mint_Loz 2mg S/F,Y01752,212700
3192,0603020J0BEABCW,Ispag Husk_Gran Eff Sach 3.5g Orange S/F,Y00822,060302
3193,0605010N0BFAAAE,Lignostab-A_Inj 2% 1:80 000 2.2ml Cart,A86009,060501
3194,21010900722,Promin_L/P Breakfast Bar 40g (Banana),C88026,210109
3195,090401000BBQKA0,Famvir_Tab 125mg,Y05337,090401
3196,0703010E0AAAFAF,Ranitidine HCl_Inj 25mg/ml 2ml Amp,P81771,070301
3197,0403010L0BBACAC,Fybogel Mebeverine_Eff Gran Sach S/F,G85723,040301
3198,21070410120,ReQuip_Tab 1mg,M92039,210704
3199,23350103785,Olanzapine_Oral Susp 2.5mg/5ml,K83043,233501
32,130201000BBMBDL,Natrol DHEA_Tab 10mg,F85032,130201
320,091101000AAERER,Lloyds_Vit C Tab Chble 500mg,B85634,091101
3200,20030900293,KerraCel 5cm x 5cm Wound Dress Protease,C81045,200309
3201,23803048000,Mupirocin_Nsl Oint 2%,D83016,238030
3202,0212000B0AAAFAF,NovoPen 3 Demi Pen 3ml 0.5u (1-35u) Hypo,K83019,021200
3203,20090000815,Skinnies Silk Leggings Adult Lge Silk Ga,G85118,200900
3204,0403040W0CCACAE,Metformin HCl_Tab 1g M/R,B81046,040304
3205,0906040B0AAAGAG,Audavate_Oint 0.1%,Y04016,090604
3206,1304000D0AACFCF,Colecal_Cap 800u,C85617,130400
3207,23961009696,KoCarbon Occlusive 10cmx15cm Wound Dress,Y04551,239610
3208,21270001445,Rivastigmine_Oral Soln 2mg/1ml,P92605,212700
3209,1307000M0BKABBY,Ener-G_G/F W/F Brown Rice Pasta Lasagna,E82654,130700
321,23600706459,Skinnies Silk Socks 8-14 Yr(s) Silk Garm,J83035,236007
3210,130201000BBLCA0,Biatain Ag Adh Sacral 23cm x 23cm Wound,Y02707,130201
3211,0801020D0AAAAAA,Kapake_Tab 15mg/500mg,Y05557,080102
3212,20020200860,Coloplast_Assura B/Plt + 10mm S/H 60mm (,Y02671,200202
3213,0205052I0BBABAB,Pitolisant HCl_Tab 18mg,E82080,020505
3214,090401080BFBSBD,Coal Tar 2%/WSP_Oint,Y01793,090401
3215,0502050B0AACGCG,Naropin_Inj 7.5mg/ml 10ml Polyamp,F81026,050205
3216,1001030U0AAAMAM,Altiven CL1 A/Sleeve Axilla-Wrist,J81010,100103
3217,0801000T0AAADAD,Solpadeine Mig Ibuprofen/Codeine_Tab,P88625,080100
3218,190500000BBDTA0,Half Beta-Prograne MR_Cap 80mg (Teva),N81019,190500
3219,23941009953,Adoport_Cap 2mg,A84002,239410
322,22303953084,Psoriderm_Scalp Lot,G81053,223039
3220,22302953038,Unomedical_Careline CareSleeve Exlge,M87036,223029
3221,0106020M0BEAAAI,Coloplast_Sensura Mio Midi Clsd Bag + Fl,M82004,010602
3222,23944810007,Dalteparin Sod_Inj 10 000u/ml 1ml Pfs,E85755,239448
3223,23354803609,Gppe Liq Sach_Gaviscon 10ml S/F,B83027,233548
3224,0401020K0AAA6A6,Budesonide_Pdr For Inh 200mcg (100D) Ref,E81047,040102
3225,20200000323,Comfy Care Class 1 B/Knee Closed Toe Lym,Y04912,202000
3226,20090000462,Anturan_Tab 200mg,Y04078,200900
3227,0212000M0BBAAAA,Sodium Citrate 0.3M_Oral Soln,Y04673,021200
3228,23941010052,Sigvaris Cotton Class 3 Panty Open Toe L,Y00768,239410
3229,20030900058,Donepezil HCl_Tab 10mg,Y03790,200309
323,23301023091,Epanutin_Infatab 50mg,G82708,233010
3230,23943059427,Buccastem M_Tab 3mg,E84658,239430
3231,0204000R0BVABCX,Vera-Til SR_Tab 240mg (Actavis),P81058,020400
3232,23944810020,Sigvaris CompreFit Thigh Lymph Gmt,M83697,239448
3233,0906040G0BWACCR,Sod Chlor_I/V Inf Conc 30% 10ml Amp,E85724,090604
3234,0902021S0BBAAA0,SunVit-D3_Tab 5 000u,H82030,090202
3235,0409010H0BBABAB,Methylphenidate HCl_Tab 18mg M/R,F86009,040901
3236,20050300290,Salts_Convex Plate For Light Wte App 32m,Y02245,200503
3237,23200102002,Triamcinol Hexacet_Inj 20mg/ml 1ml Amp,D81023,232001
3238,20050300303,Therabite Bite Pad & Acc,C84133,200503
3239,23940709633,Unomedical_Careline+ E4 Night Bag + Leve,G81638,239407
324,0906031C0AAAUAU,Glandosane_A/Spy 50ml (Lem),B83661,090603
3240,0205051R0AAABAB,Priorix_Vac 0.5ml Vl + Dil,P81737,020505
3241,23964809623,Juvela_G/F W/F Spaghetti,H81083,239648
3242,0206020C0AABABA,ActivHeal PHMB Foam Non Adh 10cm x 20cmW,D81066,020602
3243,0408010AHAAADAD,Rheumatac Ret 75_Tab 75mg,Y04395,040801
3244,21220000212,Allevyn Plus Adh 17cm x 17cm Wound Dress,Y05382,212200
3245,20031500010,Bard_Uriplan Leg Bag 30cm Inlet Tube 350,N83014,200315
3246,23303453009,Medijel_Gel,C82039,233034
3247,23301083033,Easifast 5cm x 1m (Green) Stkntte Elasct,Y02672,233010
3248,0310000N0BXAAAW,Comfy Care Class 2 B/Knee Closed Toe Lym,G85046,031000
3249,1312000G0AABFBF,Cica-Care 15cm x 12cm Wound Dress Slc Ge,C87013,131200
325,0901011P0AACKCK,Doxazosin Mesil_Tab 4mg,M83061,090101
3250,0906040G0AACRCR,Coloplast_SenSura Maxi Drnbl Bag S/Cover,A82647,090604
3251,20030600262,Sigvaris Advance 1 Low Comp A/Sleeve NoG,B83028,200306
3252,0404000L0AAAYAY,Solgar_Vit B-Comp 50 V/Cap,M83021,040400
3253,21220000239,Kaolin_Poultice Pouches,H85637,212200
3254,23353353679,Oxprenolol HCl_Tab 160mg M/R,Y04198,233533
3255,23851008507,Primafix 15cm x 10m Surg Adh Tape Perm N,A81051,238510
3256,22902199047,Activon Tulle 10cm x 10cm Manuka Honey S,J81058,229021
3257,23944809515,CUI_Fulcionel Bespoke Girdle Male,L83148,239448
3258,0704020Z0AAADAD,Normasol Sod Chlor Top Irrig 0.9% 100ml,F86692,070402
3259,0208010N0AAABAB,Skinnies Silk Baby Grow 3-6 Months Silk,F83064,020801
326,23453374518,Adizem-SR_Cap 90mg,J82149,234533
3260,0601012V0BBACAC,Tegretol Prolonged Release_Tab 400mg M/R,Y04633,060101
3261,0603020C0AAABAB,Vit E_Crm 50u/g,Y02713,060302
3262,21190000003,Clindamycin Phos_Top Soln 1% + Applic,P91006,211900
3263,1305020S0AACLCL,Venturi Wound Sealing Kit Channel Drain,Y05017,130502
3264,23940709669,Maxamaid_Msud Pdr (Unflav),M83629,239407
3265,0603020G0AAA7A7,Benylin_Mucus Cough Plus Decongest Syr,B86077,060302
3266,23351003762,Medrone_Tab 16mg,Y05369,233510
3267,0404000M0AAAUAU,Lyrinel XL_Tab 5mg,P81786,040400
3268,0601012S0AAATAT,AquaDerm Cetomacrogol Crm (Formula A) 50,M85100,060101
3269,23601006377,Lithium Carb_Tab 450mg M/R,J81067,236010
327,23355603732,Betameth Val Oint 0.1% 50%/WSP_Oint,G85025,233556
3270,0704010U0BDAAAB,Payne_Male Incont App Mk11 Complete + Ru,C81050,070401
3271,23355603720,Angitil SR 90_Cap 90mg,Y04598,233556
3272,0411000F0AAAFAF,Orgran_G/F W/F Veg Rice Spiral,L81040,041100
3273,23354103519,Feldene_Tab Melt 20mg,Y03747,233541
3274,1001010C0BFAAAD,Verorab_Inj 0.5ml Vl + Dil,L81112,100101
3275,0408010H0BBAIAC,Trachi-Naze Plus Stoma Stud 22.5mm (14),F86686,040801
3276,091000000BBSMA0,Targinact_Tab 10mg/5mg M/R,Y01800,091000
3277,130203000BRAQA0,Gentamicin Sulf_Crm 0.1%,Y03920,130203
3278,22502655017,Flecainide Acet_Tab 50mg,Y05015,225026
3279,0103010T0AABCBC,Desunin_Tab 4 000u,Y04771,010301
328,23965609603,DBT_Pp Male Urin 2 Piece Top Flng 38mm A,A82007,239656
3280,0206020R0BBABAB,Folic Acid_Liq Spec 2.5mg/5ml,Y02426,020602
3281,0302000K0AAAHAH,Magnaspartate (Mag 10mmol)_Gran Sach,C84030,030200
3282,0301011R0AACACA,Capsaicin_Crm 0.075%,L82014,030101
3283,23806508004,Ward_Comfort Leg Drain Bag 750ml,J81048,238065
3284,0310000N0BBACAL,Ins Apidra_100u/ml 3ml Cart,N84036,031000
3285,1003020P0BGAAAC,Dropodex_Eye Dps 0.1% 0.4ml Ud,M92642,100302
3286,0408010W0BBALA2,Carmil XL_Tab 60mg,F82614,040801
3287,0407020B0BHABAI,MicardisPlus_Tab 40mg/12.5mg,P81736,040702
3288,20050200334,Mini-Plasco_Water For Inj 20ml Amp,M92041,200502
3289,0906011H0BDACAF,Clinipore 5cm x 5m Surg Adh Tape Perm No,H83627,090601
329,23944809915,Colecal_Liq Spec 6 000u/5ml,Y01031,239448
3290,20200000270,TriCare Needles Pen Inj Screw On 8mm/31,M87618,202000
3291,0410020B0BBASBN,LittleVit_Multivit Dps,M85088,041002
3292,23700707007,PKU sphere20_Pdr Sach 35g (Red Berry),F81669,237007
3293,23303373041,Juzo Dynamic Class 2 Armsleeve + Slc Ban,P81699,233033
3294,23944809851,Dilcardia SR_Cap 120mg,M83037,239448
3295,0704010C0BBAAAA,Coloplast_Simpla Plus Night Bag + 120cm,M84042,070401
3296,0905013A0BEAAAE,DreamSkin Footless Leggings Adult Male S,C88008,090501
3297,0106020C0AAALAL,Travatan_Eye Dps 40mcg/ml,C82005,010602
3298,20030900158,Griseofulvin_Oral Susp 125mg/5ml,M87016,200309
3299,22502085016,Tet Imglob_Inj 250u/ml Pfs,D81011,225020
33,20030100295,Azathioprine_Oral Soln 100mg/5ml,L83006,200301
330,0803043N0AAALAL,Tamiflu_Cap 75mg,N83604,080304
3300,21270000418,K-Lite Long 10cm x 5.25m M/Layer Compres,P92038,212700
3301,20030900017,Draina S Vision 75 250ml cut to 88mm Wou,A88012,200309
3302,21270001671,Altipress Long Exlge Compress Liner Pack,Y00509,212700
3303,20030100137,Unifine Pentips Needles Pen Inj Screw On,J81039,200301
3304,0403040ABAAABAB,Boots_Vit C Tab Chble 500mg,M83023,040304
3305,0906040G0BPAABX,K Press Size 25-32cm (8cm) 8cm x 10.5m M,G85002,090604
3306,20030800090,Avanafil_Tab 200mg,Y04121,200308
3307,20030200082,Quinine Bisulf_Tab 300mg,Y04336,200302
3308,22050500501,Allevyn Ag Non-Adh 10cm x 10cm Wound Dre,Y04380,220505
3309,22501255002,Oxylan_Tab 10mg M/R,N82668,225012
331,091000000BBWQA0,Nu-Hope_Support Belt 200mm Width (L) Med,E85064,091000
3310,0702010C0BCAAAC,Fluticasone Prop_Crm 0.05%,E85123,070201
3311,22502955031,Alventa XL_Cap 75mg,B81004,225029
3312,21280000137,Paracet_I/V Inf 10mg/ml 50ml Vl,Y01712,212800
3313,0202040C0AAAAAA,Lloyds_A-Z Multivit + Mineral Tab,Y00882,020204
3314,0407010N0AAAJAJ,Betnovate-N_Oint,P85621,040701
3315,0501030P0BDAAAD,Gamolenic Acid/Vit E_Cap 90mg/15u,M85139,050103
3316,23945909470,JLJ_Urifix Tape 5m,Y04374,239459
3317,0301011R0BEATAU,Great Bear_Libra Leg Bag Holder Med (45-,Y04597,030101
3318,1001010P0BUAABB,Scopoderm TTS_Patch 1mg/72hrs,M81069,100101
3319,20110000472,Methyl Sal/Menthol_Crm 30%/8%,E85013,201100
332,1404000AIBBAAAA,HBVAXPRO_Vac 10mcg/ml 1ml Pfs,F82013,140400
3320,21270000640,Codeine Phos_Oral Soln 25mg/5ml,G81007,212700
3321,20030400200,Medrone_Tab 100mg,E84069,200304
3322,0604011G0AABJBJ,Fencino_Transdermal Patch 12mcg/hr,Y01161,060401
3323,20090001088,K-Band 7cm x 4m Ktd Polyam & Cellulose C,C88022,200900
3324,0404000S0AAACAC,Juzo Dynamic Custom Fit CL2 Combined Arm,D82071,040400
3325,110402000BBAAA0,Orlistat_Cap 60mg,F84744,110402
3326,23351003866,Paraldehyde 50%/Arachis Oil_Rectal Soln,Y03918,233510
3327,23301023018,Venlaneo XL_Cap 150mg,L83086,233010
3328,0207020Y0BBAAAA,Hollister_Conform 2 + Lock/Roll Mini Drn,Y04372,020702
3329,21020001240,FemCap Soft Slc 30mm Vag Cap Contracep D,Y04225,210200
333,20020200962,Gabapentin_Liq Spec 400mg/5ml,M82023,200202
3330,21220000213,Salbutamol_Oral Soln 2mg/5ml S/F,Y03079,212200
3331,23301023014,Sigvaris Acc For MTM Optiform Flex Ank P,L83007,233010
3332,0401010ADAACECE,Mirena_Intra-Uterine System,Y01883,040101
3333,0604011D0AAALAL,AMI_Corsinel Suportx Ab Belt Low Wte XSm,Y04816,060401
3334,0905013P0BBAAAA,Juzo Dynamic Custom Fit L/Limb Class 1 T,F85705,090501
3335,20030100529,Dolmatil_Tab 200mg,F81125,200301
3336,21300000700,Tazocin_Inj 2.25g Vl,P83019,213000
3337,0703050B0AAAAAA,Pregabalin_Cap 50mg,Y04026,070305
3338,0906040G0AACHCH,OpSite Post-Op 10cm x 35cm VP Adh Film D,C87608,090604
3339,20031600104,Clini Duo40 Ex Exlge Stkn + Compress Lin,C83004,200316
